EmployeeID,Location,Department,SubmissionDate,IdeaTitle
GF11396,Tokyo,Environmental Policy,2020-01-12,Clean Housing Strategy
GF12421,Toronto,Environmental Policy,2020-08-23,Eco Energy Model
GF10933,Tokyo,Environmental Policy,2020-10-22,Eco Transport Strategy
GF11977,New York,Engineering,2023-07-14,Green Infrastructure Project
GF11394,London,Urban Development,2023-03-30,Sustainable Systems Plan
GF11078,Toronto,Urban Development,2023-06-12,Sustainable Transport Framework
GF12035,London,Renewable Energy,2021-02-22,Eco Energy Framework
GF11141,Singapore,Urban Development,2021-04-27,Urban Policy Project
GF10924,Tokyo,Urban Development,2023-07-06,Eco Technology Strategy
GF11838,Seoul,Renewable Energy,2022-07-21,Renewable Design Framework
GF11381,London,Research,2023-02-14,Renewable Transport Solution
GF11939,London,Renewable Energy,2022-10-21,Future Infrastructure Strategy
GF12395,New York,Consulting,2021-10-05,Renewable Systems Strategy
GF10428,Tokyo,Renewable Energy,2022-12-22,Eco Design Project
GF11093,Dubai,Renewable Energy,2020-06-27,Eco Infrastructure Solution
GF10496,Dubai,Renewable Energy,2022-04-19,Smart Systems Project
GF12349,Singapore,Environmental Policy,2022-01-27,Renewable Technology Approach
GF10928,Dubai,Consulting,2020-10-03,Urban Technology Plan
GF12155,Singapore,Engineering,2021-02-12,Renewable Policy Plan
GF12440,Mexico City,Renewable Energy,2022-12-02,Urban Design Initiative
GF10964,Toronto,Renewable Energy,2022-06-21,Future Design Plan
GF10202,Tokyo,Environmental Policy,2021-03-19,Sustainable Technology Plan
GF12375,Mumbai,Research,2020-09-03,Eco Technology Solution
GF10739,Tokyo,Research,2023-05-15,Future Systems Project
GF10943,London,Environmental Policy,2022-07-31,Eco Housing Plan
GF10942,Johannesburg,Renewable Energy,2020-04-01,Renewable Technology Approach
GF11728,Johannesburg,Consulting,2021-09-14,Sustainable Infrastructure Approach
GF10305,Toronto,Research,2022-07-21,Urban Technology Approach
GF11970,Toronto,Environmental Policy,2022-08-29,Smart Technology Approach
GF10052,London,Research,2020-10-27,Smart Systems Approach
GF12327,London,Environmental Policy,2023-02-04,Clean Infrastructure Initiative
GF12211,Dubai,Research,2020-06-24,Renewable Technology Plan
GF12204,Johannesburg,Urban Development,2022-11-05,Urban Transport Framework
GF11845,London,Engineering,2023-01-16,Future Energy Project
GF11341,Dubai,Renewable Energy,2020-02-17,Future Design Framework
GF10571,São Paulo,Environmental Policy,2023-04-17,Renewable Systems Framework
GF11051,Berlin,Consulting,2021-05-25,Smart Design Approach
GF12231,Toronto,Environmental Policy,2022-11-20,Green Housing Framework
GF10204,Singapore,Renewable Energy,2020-08-02,Renewable Transport Framework
GF11346,London,Environmental Policy,2021-10-05,Future Transport Initiative
GF11450,London,Renewable Energy,2021-06-15,Renewable Housing Model
GF11005,Johannesburg,Urban Development,2021-09-18,Urban Transport Framework
GF11325,Seoul,Renewable Energy,2022-09-29,Urban Design Initiative
GF10004,New York,Engineering,2022-06-05,Eco Infrastructure Framework
GF11690,Berlin,Renewable Energy,2022-06-11,Renewable Technology Initiative
GF11051,Singapore,Research,2021-12-20,Sustainable Housing Framework
GF11131,Mumbai,Research,2023-04-25,Renewable Housing Framework
GF11536,Dubai,Renewable Energy,2022-10-04,Clean Technology Model
GF10890,Paris,Renewable Energy,2020-02-12,Future Infrastructure Framework
GF12036,New York,Urban Development,2023-07-03,Green Transport Model
GF10184,Toronto,Urban Development,2023-03-12,Smart Policy Initiative
GF12367,London,Environmental Policy,2023-03-13,Green Policy Initiative
GF11137,Seoul,Renewable Energy,2020-04-03,Sustainable Design Model
GF10590,Sydney,Environmental Policy,2021-05-28,Smart Transport Plan
GF10584,New York,Research,2023-12-10,Smart Infrastructure Approach
GF11042,Sydney,Research,2023-01-08,Smart Transport Plan
GF10481,Dubai,Engineering,2021-09-08,Sustainable Housing Framework
GF10452,London,Research,2020-11-26,Sustainable Infrastructure Framework
GF11744,Toronto,Urban Development,2023-02-13,Urban Infrastructure Initiative
GF11979,Dubai,Engineering,2023-12-28,Sustainable Technology Solution
GF12173,Tokyo,Environmental Policy,2020-02-03,Future Energy Solution
GF12254,London,Urban Development,2023-07-04,Clean Systems Plan
GF11285,Tokyo,Urban Development,2020-12-23,Urban Infrastructure Project
GF10677,Dubai,Environmental Policy,2022-04-22,Renewable Infrastructure Model
GF11007,London,Renewable Energy,2023-01-19,Urban Housing Strategy
GF12307,Tokyo,Engineering,2023-11-26,Sustainable Energy Framework
GF10934,Johannesburg,Urban Development,2022-09-26,Sustainable Transport Initiative
GF11944,New York,Urban Development,2023-02-18,Clean Infrastructure Approach
GF12492,Berlin,Renewable Energy,2022-02-02,Green Transport Plan
GF10057,São Paulo,Environmental Policy,2022-12-30,Renewable Design Solution
GF12371,New York,Renewable Energy,2023-11-18,Future Transport Framework
GF10052,Singapore,Engineering,2021-02-27,Urban Systems Framework
GF10892,Dubai,Consulting,2023-08-04,Renewable Design Plan
GF12382,Mumbai,Urban Development,2021-05-25,Future Transport Initiative
GF11745,Johannesburg,Renewable Energy,2022-06-24,Future Systems Model
GF11858,London,Renewable Energy,2020-11-13,Sustainable Design Plan
GF11418,London,Environmental Policy,2021-07-28,Urban Transport Initiative
GF10120,New York,Research,2022-07-01,Renewable Technology Approach
GF10632,Johannesburg,Consulting,2023-01-12,Green Technology Approach
GF11812,London,Renewable Energy,2023-12-12,Sustainable Energy Model
GF10310,Sydney,Consulting,2020-12-07,Urban Transport Plan
GF11224,Paris,Urban Development,2021-08-22,Smart Systems Strategy
GF10539,São Paulo,Renewable Energy,2022-01-19,Sustainable Design Solution
GF12298,Mexico City,Renewable Energy,2022-11-18,Smart Infrastructure Model
GF12241,New York,Research,2022-08-06,Smart Policy Strategy
GF11329,Singapore,Urban Development,2023-12-18,Sustainable Policy Plan
GF11685,Dubai,Environmental Policy,2023-06-02,Renewable Policy Strategy
GF11008,Toronto,Engineering,2021-09-19,Urban Infrastructure Framework
GF11710,Mumbai,Urban Development,2021-01-07,Sustainable Design Initiative
GF10586,London,Environmental Policy,2020-07-18,Sustainable Systems Solution
GF11008,Tokyo,Engineering,2022-10-17,Urban Energy Framework
GF11109,London,Consulting,2020-08-06,Clean Policy Framework
GF10425,New York,Research,2023-03-10,Sustainable Design Strategy
GF10040,Mexico City,Research,2021-02-06,Urban Infrastructure Framework
GF11315,London,Urban Development,2023-05-04,Renewable Housing Strategy
GF12173,Toronto,Consulting,2021-02-16,Smart Transport Strategy
GF10278,Toronto,Environmental Policy,2020-02-06,Smart Policy Approach
GF10250,Tokyo,Urban Development,2020-01-04,Sustainable Housing Plan
GF11937,Dubai,Urban Development,2022-02-03,Future Infrastructure Model
GF11038,São Paulo,Renewable Energy,2022-08-08,Eco Transport Plan
GF12487,New York,Research,2022-05-09,Clean Infrastructure Approach
GF10057,Toronto,Research,2022-10-28,Future Systems Approach
GF10259,London,Urban Development,2022-04-18,Renewable Policy Solution
GF10354,London,Urban Development,2021-11-29,Renewable Infrastructure Framework
GF10719,Sydney,Research,2022-12-21,Eco Policy Project
GF11632,New York,Renewable Energy,2023-07-02,Sustainable Policy Initiative
GF10661,Stockholm,Environmental Policy,2020-06-02,Future Infrastructure Initiative
GF11640,Tokyo,Engineering,2022-09-07,Clean Infrastructure Strategy
GF11102,Singapore,Urban Development,2021-04-06,Smart Policy Solution
GF12499,Toronto,Renewable Energy,2021-03-20,Smart Energy Project
GF10761,Berlin,Urban Development,2021-11-07,Smart Energy Solution
GF12188,Mumbai,Research,2021-11-14,Renewable Policy Approach
GF11483,Mumbai,Urban Development,2023-01-06,Green Energy Strategy
GF10246,Mexico City,Consulting,2020-05-26,Clean Design Project
GF11319,London,Environmental Policy,2021-03-27,Smart Transport Solution
GF12207,Toronto,Consulting,2021-10-31,Green Systems Plan
GF11165,Mumbai,Research,2020-09-03,Future Energy Strategy
GF10048,Mumbai,Engineering,2020-08-27,Renewable Energy Solution
GF10570,Mumbai,Environmental Policy,2023-06-26,Green Transport Plan
GF11522,Tokyo,Environmental Policy,2023-06-20,Green Technology Model
GF10049,London,Environmental Policy,2022-08-04,Eco Housing Framework
GF11756,Singapore,Engineering,2022-04-18,Renewable Technology Plan
GF10900,London,Environmental Policy,2020-02-08,Smart Technology Approach
GF11188,Toronto,Consulting,2020-06-30,Clean Transport Strategy
GF10536,Singapore,Urban Development,2020-07-19,Renewable Design Model
GF10258,Tokyo,Urban Development,2022-04-20,Eco Systems Approach
GF11572,London,Environmental Policy,2022-11-10,Renewable Design Model
GF11454,London,Research,2020-05-17,Eco Energy Approach
GF10872,London,Research,2021-01-31,Urban Energy Plan
GF12432,Mumbai,Environmental Policy,2022-08-11,Renewable Transport Framework
GF10566,Mumbai,Engineering,2021-08-01,Smart Housing Project
GF10848,Seoul,Consulting,2020-11-09,Clean Policy Framework
GF12454,Tokyo,Renewable Energy,2023-02-17,Smart Infrastructure Framework
GF12118,London,Renewable Energy,2022-12-05,Urban Infrastructure Model
GF11571,New York,Urban Development,2023-05-27,Eco Energy Initiative
GF12269,London,Renewable Energy,2022-08-20,Sustainable Systems Model
GF10137,Dubai,Engineering,2023-05-14,Smart Housing Strategy
GF12323,London,Engineering,2022-07-28,Eco Systems Model
GF11377,Mexico City,Renewable Energy,2023-03-17,Eco Energy Plan
GF10179,London,Environmental Policy,2021-02-19,Eco Transport Solution
GF11759,Dubai,Consulting,2023-02-25,Green Transport Initiative
GF10481,New York,Renewable Energy,2023-09-18,Sustainable Policy Model
GF12005,London,Environmental Policy,2023-02-12,Clean Technology Initiative
GF10040,Singapore,Research,2022-02-03,Urban Housing Model
GF10906,London,Consulting,2021-07-11,Clean Policy Solution
GF11597,Tokyo,Environmental Policy,2020-07-12,Sustainable Infrastructure Model
GF12271,London,Environmental Policy,2023-07-02,Green Infrastructure Strategy
GF10923,London,Environmental Policy,2022-11-04,Renewable Energy Approach
GF10390,London,Urban Development,2023-06-26,Eco Energy Solution
GF11151,Singapore,Environmental Policy,2023-03-06,Green Transport Initiative
GF11821,Seoul,Renewable Energy,2021-08-14,Renewable Infrastructure Initiative
GF11149,New York,Research,2020-02-01,Smart Policy Model
GF10747,Berlin,Renewable Energy,2021-08-02,Future Design Approach
GF12423,Berlin,Renewable Energy,2020-05-15,Renewable Transport Solution
GF11039,New York,Environmental Policy,2023-03-29,Urban Energy Model
GF11334,Singapore,Research,2020-01-14,Eco Infrastructure Project
GF11126,Tokyo,Renewable Energy,2021-07-14,Clean Policy Model
GF10664,Toronto,Engineering,2021-05-09,Sustainable Design Model
GF12482,London,Research,2020-07-17,Future Policy Strategy
GF11063,Johannesburg,Environmental Policy,2023-09-11,Urban Housing Model
GF10952,Singapore,Environmental Policy,2023-05-21,Clean Infrastructure Initiative
GF10089,São Paulo,Urban Development,2022-04-08,Green Transport Plan
GF11899,Mumbai,Environmental Policy,2021-12-15,Sustainable Infrastructure Plan
GF10387,New York,Renewable Energy,2022-06-22,Green Housing Initiative
GF10840,Johannesburg,Renewable Energy,2021-03-06,Sustainable Systems Model
GF11941,London,Environmental Policy,2021-04-26,Future Energy Solution
GF10389,Mexico City,Research,2021-11-11,Green Technology Plan
GF10113,Mumbai,Urban Development,2020-11-09,Smart Design Initiative
GF11260,Stockholm,Research,2022-02-10,Clean Housing Project
GF12151,Tokyo,Research,2021-12-13,Green Design Solution
GF11365,Paris,Environmental Policy,2023-01-17,Clean Housing Approach
GF11767,Mumbai,Research,2023-11-04,Urban Infrastructure Plan
GF10788,London,Urban Development,2021-11-12,Smart Transport Plan
GF10763,London,Engineering,2022-03-10,Smart Transport Initiative
GF12293,São Paulo,Urban Development,2022-07-15,Renewable Systems Plan
GF10188,London,Research,2022-05-12,Eco Design Initiative
GF10552,Sydney,Research,2020-11-13,Eco Infrastructure Model
GF10907,Singapore,Urban Development,2020-04-09,Clean Energy Framework
GF12010,New York,Research,2022-01-05,Future Transport Plan
GF10648,Mumbai,Engineering,2020-02-28,Renewable Energy Model
GF10096,São Paulo,Renewable Energy,2020-10-19,Eco Housing Framework
GF12108,New York,Urban Development,2023-07-12,Eco Housing Model
GF10533,Singapore,Renewable Energy,2021-11-03,Clean Energy Strategy
GF10837,New York,Renewable Energy,2023-06-05,Urban Technology Framework
GF10926,Johannesburg,Renewable Energy,2021-05-16,Urban Housing Framework
GF10534,Berlin,Consulting,2023-09-09,Sustainable Design Strategy
GF12394,Toronto,Research,2021-12-08,Renewable Policy Strategy
GF11346,Mumbai,Environmental Policy,2022-01-28,Eco Policy Plan
GF10963,Mexico City,Environmental Policy,2020-10-18,Sustainable Systems Project
GF11012,Toronto,Renewable Energy,2021-06-07,Clean Policy Strategy
GF10312,Mumbai,Urban Development,2022-04-09,Eco Energy Model
GF12095,São Paulo,Engineering,2022-08-06,Sustainable Systems Strategy
GF11189,London,Renewable Energy,2020-03-03,Future Design Project
GF10208,Mumbai,Renewable Energy,2021-04-15,Green Housing Plan
GF10143,London,Urban Development,2021-03-31,Eco Transport Model
GF10885,Toronto,Environmental Policy,2022-06-30,Urban Transport Project
GF11964,London,Engineering,2021-01-05,Renewable Energy Approach
GF10463,Mumbai,Renewable Energy,2021-08-19,Smart Systems Plan
GF12485,Singapore,Environmental Policy,2022-02-15,Renewable Infrastructure Initiative
GF11200,Dubai,Environmental Policy,2020-03-24,Clean Transport Initiative
GF10113,São Paulo,Renewable Energy,2023-12-04,Eco Systems Solution
GF10611,Seoul,Environmental Policy,2022-02-16,Eco Systems Project
GF11088,Tokyo,Consulting,2021-11-15,Future Energy Strategy
GF10690,London,Urban Development,2020-07-25,Renewable Technology Project
GF10921,Dubai,Environmental Policy,2023-09-06,Clean Systems Model
GF11837,Toronto,Environmental Policy,2023-03-16,Eco Policy Plan
GF11726,São Paulo,Renewable Energy,2021-04-16,Clean Transport Strategy
GF11970,Johannesburg,Environmental Policy,2020-07-07,Green Housing Project
GF10873,New York,Environmental Policy,2023-11-08,Future Infrastructure Solution
GF12227,Tokyo,Renewable Energy,2023-11-05,Renewable Policy Solution
GF10399,London,Research,2022-09-04,Clean Policy Initiative
GF10128,Singapore,Renewable Energy,2023-10-22,Urban Infrastructure Approach
GF11975,New York,Renewable Energy,2022-03-13,Green Infrastructure Model
GF11517,Johannesburg,Environmental Policy,2021-02-11,Eco Policy Solution
GF12370,Mumbai,Urban Development,2023-10-07,Renewable Housing Strategy
GF11574,Paris,Renewable Energy,2020-08-10,Sustainable Systems Model
GF10444,London,Environmental Policy,2021-09-22,Future Energy Model
GF10183,Seoul,Urban Development,2020-03-19,Clean Policy Approach
GF11035,Berlin,Urban Development,2020-10-04,Future Transport Plan
GF12098,São Paulo,Renewable Energy,2021-02-02,Future Design Solution
GF12111,Mumbai,Consulting,2022-10-01,Future Infrastructure Framework
GF10031,Toronto,Renewable Energy,2020-02-24,Clean Infrastructure Approach
GF11679,Toronto,Urban Development,2021-04-13,Clean Systems Framework
GF10745,Berlin,Environmental Policy,2023-04-24,Sustainable Systems Initiative
GF10959,New York,Consulting,2023-03-14,Sustainable Transport Strategy
GF11002,Stockholm,Renewable Energy,2022-07-15,Renewable Systems Model
GF12376,Dubai,Environmental Policy,2023-11-19,Future Systems Initiative
GF10640,São Paulo,Renewable Energy,2020-08-21,Renewable Infrastructure Plan
GF10488,London,Research,2023-11-20,Clean Transport Model
GF12062,Mexico City,Environmental Policy,2021-04-24,Green Policy Approach
GF10612,London,Engineering,2020-04-22,Green Infrastructure Framework
GF11681,Dubai,Renewable Energy,2020-11-07,Green Technology Approach
GF12426,London,Renewable Energy,2020-12-06,Future Infrastructure Plan
GF11206,Sydney,Research,2020-12-10,Future Systems Project
GF11422,Johannesburg,Renewable Energy,2023-07-16,Urban Systems Framework
GF10318,Berlin,Renewable Energy,2021-02-16,Future Technology Initiative
GF10493,São Paulo,Engineering,2021-04-28,Eco Policy Plan
GF12345,Johannesburg,Consulting,2023-10-01,Renewable Energy Solution
GF11379,Seoul,Urban Development,2020-10-25,Green Policy Model
GF11862,London,Urban Development,2020-11-30,Urban Policy Solution
GF10403,London,Urban Development,2021-11-09,Sustainable Design Model
GF10875,Johannesburg,Environmental Policy,2023-04-11,Urban Technology Project
GF11179,Singapore,Urban Development,2022-11-05,Urban Policy Initiative
GF11310,Tokyo,Renewable Energy,2020-11-27,Future Technology Framework
GF10684,Berlin,Environmental Policy,2022-08-28,Future Housing Strategy
GF10537,London,Research,2022-01-02,Future Design Strategy
GF12419,London,Consulting,2021-11-30,Clean Systems Plan
GF10496,Sydney,Urban Development,2022-07-21,Smart Infrastructure Plan
GF12332,Singapore,Renewable Energy,2022-03-14,Green Transport Strategy
GF11168,Singapore,Renewable Energy,2022-08-25,Future Energy Strategy
GF11830,Mexico City,Environmental Policy,2020-09-02,Eco Housing Project
GF10846,Tokyo,Research,2023-03-29,Smart Systems Framework
GF11761,Berlin,Research,2021-03-24,Smart Infrastructure Strategy
GF12168,New York,Research,2021-08-12,Urban Transport Model
GF10093,Mumbai,Environmental Policy,2023-09-29,Urban Infrastructure Model
GF10368,Mumbai,Engineering,2023-02-27,Future Energy Model
GF11814,Berlin,Renewable Energy,2020-01-01,Sustainable Systems Initiative
GF10535,Paris,Urban Development,2023-04-10,Future Housing Model
GF10588,Toronto,Renewable Energy,2022-02-14,Sustainable Energy Approach
GF12229,Paris,Urban Development,2023-10-01,Clean Systems Initiative
GF11627,Sydney,Environmental Policy,2022-11-10,Eco Systems Strategy
GF11970,Paris,Environmental Policy,2020-05-12,Green Infrastructure Solution
GF10275,Sydney,Urban Development,2023-12-13,Smart Technology Initiative
GF11899,New York,Renewable Energy,2022-12-08,Green Systems Model
GF10085,Singapore,Research,2023-11-26,Smart Infrastructure Strategy
GF11842,New York,Environmental Policy,2021-08-05,Eco Transport Solution
GF10243,Tokyo,Research,2021-07-26,Sustainable Infrastructure Plan
GF10900,New York,Environmental Policy,2021-10-06,Renewable Policy Solution
GF10508,Toronto,Environmental Policy,2022-12-07,Smart Design Model
GF11655,Berlin,Consulting,2021-07-24,Future Transport Strategy
GF10237,Mexico City,Engineering,2020-05-06,Sustainable Policy Strategy
GF12299,São Paulo,Environmental Policy,2022-11-16,Green Technology Project
GF11088,Tokyo,Urban Development,2022-04-03,Urban Housing Model
GF10280,Mumbai,Renewable Energy,2022-07-12,Sustainable Energy Approach
GF10983,Tokyo,Consulting,2022-12-05,Future Systems Framework
GF12071,Johannesburg,Consulting,2020-07-19,Urban Energy Model
GF10699,London,Consulting,2020-02-15,Renewable Housing Initiative
GF10613,New York,Renewable Energy,2021-06-27,Eco Policy Plan
GF12420,London,Research,2023-07-28,Future Housing Framework
GF11939,Johannesburg,Environmental Policy,2020-06-10,Renewable Systems Initiative
GF10540,Tokyo,Urban Development,2022-03-15,Future Infrastructure Approach
GF12310,Seoul,Renewable Energy,2020-07-07,Sustainable Technology Initiative
GF12131,New York,Engineering,2020-10-22,Eco Housing Solution
GF11673,Tokyo,Research,2020-09-03,Green Housing Model
GF10860,Mexico City,Research,2020-04-17,Sustainable Systems Framework
GF10547,Mumbai,Environmental Policy,2020-06-25,Green Technology Initiative
GF10915,Toronto,Engineering,2020-04-08,Renewable Energy Solution
GF11313,New York,Urban Development,2022-10-16,Clean Energy Project
GF10973,Dubai,Research,2021-12-03,Renewable Housing Initiative
GF11688,Tokyo,Urban Development,2023-02-19,Renewable Housing Solution
GF12089,Sydney,Consulting,2023-05-14,Eco Systems Framework
GF11217,São Paulo,Urban Development,2021-10-21,Eco Infrastructure Solution
GF12405,Mumbai,Research,2020-03-07,Sustainable Housing Project
GF12343,Tokyo,Research,2023-03-07,Smart Policy Project
GF10564,London,Engineering,2021-10-08,Urban Energy Strategy
GF10076,São Paulo,Engineering,2022-10-21,Sustainable Policy Strategy
GF10720,Sydney,Environmental Policy,2023-04-18,Renewable Technology Project
GF10392,São Paulo,Renewable Energy,2023-01-23,Clean Infrastructure Solution
GF10837,Mumbai,Renewable Energy,2020-11-13,Smart Systems Strategy
GF10875,Singapore,Renewable Energy,2021-06-11,Smart Infrastructure Framework
GF10621,London,Research,2020-03-11,Clean Design Model
GF10333,New York,Environmental Policy,2021-12-25,Eco Systems Model
GF10315,Mumbai,Environmental Policy,2023-11-15,Eco Design Solution
GF10215,London,Engineering,2020-10-03,Eco Transport Project
GF11833,Tokyo,Renewable Energy,2023-03-13,Sustainable Infrastructure Initiative
GF10680,London,Urban Development,2022-09-24,Renewable Technology Plan
GF12060,New York,Renewable Energy,2022-03-06,Urban Infrastructure Project
GF10388,London,Renewable Energy,2021-05-28,Sustainable Design Approach
GF11675,Dubai,Urban Development,2023-01-24,Clean Energy Plan
GF10890,São Paulo,Environmental Policy,2022-09-25,Clean Transport Project
GF12018,São Paulo,Renewable Energy,2023-09-07,Future Transport Plan
GF10794,London,Urban Development,2023-10-21,Green Transport Project
GF12205,Johannesburg,Renewable Energy,2023-11-23,Smart Design Framework
GF11715,London,Environmental Policy,2021-07-14,Smart Energy Approach
GF10252,Dubai,Research,2020-07-16,Smart Design Framework
GF10198,New York,Urban Development,2022-02-09,Green Transport Solution
GF10123,Dubai,Renewable Energy,2020-03-30,Renewable Design Strategy
GF10312,London,Environmental Policy,2023-04-28,Urban Policy Plan
GF11520,São Paulo,Renewable Energy,2023-02-12,Renewable Transport Solution
GF11471,London,Engineering,2021-01-22,Future Infrastructure Solution
GF12040,São Paulo,Environmental Policy,2023-10-30,Renewable Systems Approach
GF10564,London,Renewable Energy,2023-11-14,Sustainable Design Plan
GF10652,Dubai,Environmental Policy,2020-05-17,Smart Systems Project
GF10752,New York,Environmental Policy,2023-10-31,Sustainable Transport Solution
GF11577,London,Engineering,2020-04-16,Future Housing Initiative
GF10219,London,Engineering,2022-12-01,Smart Transport Solution
GF12234,São Paulo,Research,2023-03-06,Future Transport Strategy
GF11292,Mumbai,Engineering,2023-01-15,Green Systems Strategy
GF10784,Mexico City,Environmental Policy,2022-11-03,Clean Design Project
GF12274,London,Environmental Policy,2023-07-26,Future Policy Framework
GF10632,Berlin,Urban Development,2020-11-29,Green Design Model
GF11823,New York,Urban Development,2020-07-17,Clean Design Model
GF11657,Toronto,Environmental Policy,2020-11-30,Smart Housing Initiative
GF11413,New York,Environmental Policy,2022-04-03,Smart Transport Approach
GF11536,Berlin,Research,2020-09-08,Clean Policy Approach
GF12434,Tokyo,Urban Development,2021-10-19,Green Technology Strategy
GF10049,Singapore,Research,2022-08-31,Clean Systems Strategy
GF10406,Sydney,Urban Development,2022-01-14,Future Transport Strategy
GF12122,Berlin,Environmental Policy,2023-06-28,Eco Energy Strategy
GF12059,New York,Engineering,2023-05-07,Renewable Housing Initiative
GF12064,Dubai,Research,2023-12-15,Smart Policy Plan
GF12250,Johannesburg,Urban Development,2022-06-23,Future Infrastructure Project
GF12232,São Paulo,Research,2022-11-26,Green Energy Project
GF10977,New York,Urban Development,2022-12-03,Future Transport Plan
GF11550,Dubai,Renewable Energy,2023-11-03,Clean Housing Plan
GF11218,Tokyo,Renewable Energy,2020-09-20,Green Technology Framework
GF11261,Paris,Engineering,2023-02-03,Eco Energy Strategy
GF10603,New York,Renewable Energy,2022-04-29,Urban Infrastructure Approach
GF11624,Stockholm,Research,2023-09-25,Renewable Housing Framework
GF11399,Berlin,Urban Development,2021-07-02,Clean Systems Approach
GF10239,Sydney,Renewable Energy,2020-11-28,Renewable Policy Model
GF10867,New York,Renewable Energy,2023-12-23,Future Technology Strategy
GF11279,Mumbai,Environmental Policy,2020-12-11,Smart Infrastructure Initiative
GF11230,São Paulo,Consulting,2021-02-06,Eco Transport Solution
GF11280,Berlin,Environmental Policy,2020-04-23,Sustainable Policy Framework
GF11331,Sydney,Environmental Policy,2023-09-25,Clean Design Project
GF12242,Dubai,Urban Development,2021-09-16,Smart Transport Project
GF11983,Singapore,Renewable Energy,2020-04-29,Sustainable Technology Model
GF10020,Dubai,Renewable Energy,2021-11-13,Future Technology Initiative
GF10138,Sydney,Environmental Policy,2021-04-08,Clean Technology Initiative
GF10154,London,Urban Development,2020-06-13,Clean Policy Framework
GF12335,Sydney,Urban Development,2021-02-12,Urban Energy Plan
GF10204,New York,Renewable Energy,2023-11-24,Sustainable Policy Plan
GF10447,London,Research,2021-10-12,Urban Design Framework
GF11561,Mexico City,Consulting,2020-01-26,Smart Design Solution
GF12148,São Paulo,Urban Development,2021-04-07,Renewable Transport Project
GF11506,New York,Research,2020-08-16,Eco Design Framework
GF10343,Mumbai,Renewable Energy,2022-06-28,Smart Systems Framework
GF12374,Tokyo,Research,2022-05-03,Green Policy Approach
GF10566,London,Urban Development,2023-06-19,Smart Systems Framework
GF12128,Dubai,Engineering,2022-06-28,Green Energy Project
GF10312,London,Renewable Energy,2021-05-27,Eco Transport Framework
GF10598,Stockholm,Environmental Policy,2023-02-27,Smart Policy Strategy
GF11366,Sydney,Research,2021-05-31,Clean Infrastructure Project
GF11420,Singapore,Renewable Energy,2020-02-25,Renewable Transport Model
GF10203,New York,Research,2022-01-02,Sustainable Housing Model
GF11168,Sydney,Engineering,2022-03-13,Smart Infrastructure Initiative
GF10886,London,Research,2021-06-16,Future Infrastructure Strategy
GF11926,São Paulo,Urban Development,2021-11-26,Urban Design Solution
GF10914,Tokyo,Urban Development,2020-12-26,Smart Systems Project
GF12380,Johannesburg,Renewable Energy,2021-07-16,Clean Transport Solution
GF11209,Sydney,Research,2020-07-06,Smart Infrastructure Initiative
GF11797,Toronto,Consulting,2020-07-17,Eco Transport Model
GF10033,Toronto,Engineering,2023-04-15,Sustainable Systems Solution
GF11879,London,Renewable Energy,2023-05-29,Green Design Solution
GF11956,New York,Engineering,2023-04-14,Sustainable Energy Solution
GF12029,Singapore,Environmental Policy,2022-04-29,Urban Policy Initiative
GF10870,London,Renewable Energy,2021-12-03,Clean Transport Plan
GF10259,Dubai,Research,2020-02-05,Sustainable Design Model
GF10577,Seoul,Renewable Energy,2020-08-30,Renewable Infrastructure Model
GF11644,London,Renewable Energy,2022-06-19,Renewable Infrastructure Strategy
GF10415,Toronto,Research,2022-10-08,Green Design Project
GF12329,São Paulo,Engineering,2020-08-16,Urban Systems Project
GF10640,Dubai,Urban Development,2021-08-11,Urban Policy Model
GF11109,New York,Renewable Energy,2022-10-14,Urban Energy Model
GF11444,Tokyo,Urban Development,2023-11-25,Clean Energy Project
GF10373,Johannesburg,Environmental Policy,2022-04-30,Urban Transport Framework
GF12164,Toronto,Environmental Policy,2022-07-18,Green Systems Solution
GF11686,New York,Research,2021-01-06,Green Policy Framework
GF11139,Johannesburg,Engineering,2020-10-28,Smart Energy Approach
GF11720,Paris,Consulting,2021-05-17,Green Systems Model
GF10501,Sydney,Environmental Policy,2023-10-31,Smart Design Strategy
GF12487,Seoul,Urban Development,2022-01-23,Sustainable Technology Project
GF11120,Paris,Urban Development,2020-03-02,Future Transport Initiative
GF12066,London,Renewable Energy,2021-07-06,Green Design Model
GF11654,Berlin,Environmental Policy,2020-08-25,Future Infrastructure Solution
GF10757,São Paulo,Urban Development,2021-10-09,Eco Design Plan
GF10622,Sydney,Research,2021-11-17,Renewable Systems Solution
GF11938,São Paulo,Renewable Energy,2020-01-25,Renewable Transport Model
GF11733,Mumbai,Environmental Policy,2021-08-10,Eco Systems Solution
GF12102,London,Engineering,2021-03-13,Renewable Energy Model
GF10381,Berlin,Engineering,2020-08-28,Clean Systems Model
GF10162,London,Consulting,2023-01-22,Renewable Design Model
GF11249,Mumbai,Environmental Policy,2022-07-27,Clean Housing Plan
GF11718,New York,Renewable Energy,2021-12-12,Sustainable Energy Solution
GF11574,Berlin,Urban Development,2021-05-21,Sustainable Systems Project
GF12004,Toronto,Engineering,2022-02-17,Urban Design Model
GF11561,Mumbai,Urban Development,2022-10-19,Green Design Model
GF12450,Sydney,Research,2023-12-20,Future Technology Approach
